2024-11-22 14:45:13.378 | DEBUG    | __main__:<module>:3 - 디버그 메시지입니다.
2024-11-22 14:47:11.140 | INFO     | __main__:<module>:4 - 정보 메시지입니다.
2024-11-22 14:47:11.141 | SUCCESS  | __main__:<module>:5 - 모든 것이 잘 작동하고 있습니다!
2024-11-22 14:47:11.141 | SUCCESS  | __main__:<module>:5 - 모든 것이 잘 작동하고 있습니다!
2024-11-22 14:47:11.143 | WARNING  | __main__:<module>:6 - 경고 메시지입니다.
2024-11-22 14:47:11.143 | WARNING  | __main__:<module>:6 - 경고 메시지입니다.
2024-11-22 14:47:11.145 | ERROR    | __main__:<module>:7 - 에러 메시지입니다.
2024-11-22 14:47:11.145 | ERROR    | __main__:<module>:7 - 에러 메시지입니다.
2024-11-22 14:47:11.148 | CRITICAL | __main__:<module>:8 - 심각한 에러 메시지입니다.
2024-11-22 14:47:11.148 | CRITICAL | __main__:<module>:8 - 심각한 에러 메시지입니다.
2024-11-22 14:49:17.507 | INFO     | __main__:<module>:2 - 정보 메시지
2024-11-22 14:49:17.507 | INFO     | __main__:<module>:2 - 정보 메시지
2024-11-22 14:54:51.538 | DEBUG    | __main__:<module>:4 - 디버그 메시지입니다.
2024-11-22 14:54:51.538 | DEBUG    | __main__:<module>:4 - 디버그 메시지입니다.
2024-11-22 14:54:51.540 | INFO     | __main__:<module>:5 - 정보 메시지입니다.
2024-11-22 14:54:51.540 | INFO     | __main__:<module>:5 - 정보 메시지입니다.
2024-11-22 14:54:51.542 | SUCCESS  | __main__:<module>:6 - 모든 것이 잘 작동하고 있습니다!
2024-11-22 14:54:51.542 | SUCCESS  | __main__:<module>:6 - 모든 것이 잘 작동하고 있습니다!
2024-11-22 14:54:51.543 | WARNING  | __main__:<module>:7 - 경고 메시지입니다.
2024-11-22 14:54:51.543 | WARNING  | __main__:<module>:7 - 경고 메시지입니다.
2024-11-22 14:54:51.544 | ERROR    | __main__:<module>:8 - 에러 메시지입니다.
2024-11-22 14:54:51.544 | ERROR    | __main__:<module>:8 - 에러 메시지입니다.
2024-11-22 14:54:51.545 | CRITICAL | __main__:<module>:9 - 심각한 에러 메시지입니다.
2024-11-22 14:54:51.545 | CRITICAL | __main__:<module>:9 - 심각한 에러 메시지입니다.
2024-11-22 14:54:51.568 | DEBUG    | __main__:<module>:3 - 디버그 메시지입니다.
2024-11-22 14:54:51.568 | DEBUG    | __main__:<module>:3 - 디버그 메시지입니다.
2024-11-22 14:54:51.569 | INFO     | __main__:<module>:4 - 정보 메시지입니다.
2024-11-22 14:54:51.569 | INFO     | __main__:<module>:4 - 정보 메시지입니다.
2024-11-22 14:54:51.570 | SUCCESS  | __main__:<module>:5 - 모든 것이 잘 작동하고 있습니다!
2024-11-22 14:54:51.570 | SUCCESS  | __main__:<module>:5 - 모든 것이 잘 작동하고 있습니다!
2024-11-22 14:54:51.570 | WARNING  | __main__:<module>:6 - 경고 메시지입니다.
2024-11-22 14:54:51.570 | WARNING  | __main__:<module>:6 - 경고 메시지입니다.
2024-11-22 14:54:51.571 | ERROR    | __main__:<module>:7 - 에러 메시지입니다.
2024-11-22 14:54:51.571 | ERROR    | __main__:<module>:7 - 에러 메시지입니다.
2024-11-22 14:54:51.571 | CRITICAL | __main__:<module>:8 - 심각한 에러 메시지입니다.
2024-11-22 14:54:51.571 | CRITICAL | __main__:<module>:8 - 심각한 에러 메시지입니다.
2024-11-22 14:54:51.581 | DEBUG    | __main__:<module>:3 - 디버그 메시지입니다.
2024-11-22 14:54:51.581 | DEBUG    | __main__:<module>:3 - 디버그 메시지입니다.
2024-11-22 14:54:51.582 | INFO     | __main__:<module>:4 - 정보 메시지입니다.
2024-11-22 14:54:51.582 | INFO     | __main__:<module>:4 - 정보 메시지입니다.
2024-11-22 14:54:51.583 | SUCCESS  | __main__:<module>:5 - 모든 것이 잘 작동하고 있습니다!
2024-11-22 14:54:51.583 | SUCCESS  | __main__:<module>:5 - 모든 것이 잘 작동하고 있습니다!
2024-11-22 14:54:51.583 | WARNING  | __main__:<module>:6 - 경고 메시지입니다.
2024-11-22 14:54:51.583 | WARNING  | __main__:<module>:6 - 경고 메시지입니다.
2024-11-22 14:54:51.584 | ERROR    | __main__:<module>:7 - 에러 메시지입니다.
2024-11-22 14:54:51.584 | ERROR    | __main__:<module>:7 - 에러 메시지입니다.
2024-11-22 14:54:51.584 | CRITICAL | __main__:<module>:8 - 심각한 에러 메시지입니다.
2024-11-22 14:54:51.584 | CRITICAL | __main__:<module>:8 - 심각한 에러 메시지입니다.
2024-11-22 14:54:51.596 | INFO     | __main__:<module>:2 - 정보 메시지
2024-11-22 14:54:51.596 | INFO     | __main__:<module>:2 - 정보 메시지
2024-11-22 14:55:53.734 | DEBUG    | __main__:<module>:4 - 디버그 메시지입니다.
2024-11-22 14:55:53.734 | DEBUG    | __main__:<module>:4 - 디버그 메시지입니다.
2024-11-22 14:55:53.735 | INFO     | __main__:<module>:5 - 정보 메시지입니다.
2024-11-22 14:55:53.735 | INFO     | __main__:<module>:5 - 정보 메시지입니다.
2024-11-22 14:55:53.736 | SUCCESS  | __main__:<module>:6 - 모든 것이 잘 작동하고 있습니다!
2024-11-22 14:55:53.736 | SUCCESS  | __main__:<module>:6 - 모든 것이 잘 작동하고 있습니다!
2024-11-22 14:55:53.736 | WARNING  | __main__:<module>:7 - 경고 메시지입니다.
2024-11-22 14:55:53.736 | WARNING  | __main__:<module>:7 - 경고 메시지입니다.
2024-11-22 14:55:53.737 | ERROR    | __main__:<module>:8 - 에러 메시지입니다.
2024-11-22 14:55:53.737 | ERROR    | __main__:<module>:8 - 에러 메시지입니다.
2024-11-22 14:55:53.738 | CRITICAL | __main__:<module>:9 - 심각한 에러 메시지입니다.
2024-11-22 14:55:53.738 | CRITICAL | __main__:<module>:9 - 심각한 에러 메시지입니다.
2024-11-22 14:55:53.760 | DEBUG    | __main__:<module>:3 - 디버그 메시지입니다.
2024-11-22 14:55:53.760 | DEBUG    | __main__:<module>:3 - 디버그 메시지입니다.
2024-11-22 14:55:53.761 | INFO     | __main__:<module>:4 - 정보 메시지입니다.
2024-11-22 14:55:53.761 | INFO     | __main__:<module>:4 - 정보 메시지입니다.
2024-11-22 14:55:53.762 | SUCCESS  | __main__:<module>:5 - 모든 것이 잘 작동하고 있습니다!
2024-11-22 14:55:53.762 | SUCCESS  | __main__:<module>:5 - 모든 것이 잘 작동하고 있습니다!
2024-11-22 14:55:53.762 | WARNING  | __main__:<module>:6 - 경고 메시지입니다.
2024-11-22 14:55:53.762 | WARNING  | __main__:<module>:6 - 경고 메시지입니다.
2024-11-22 14:55:53.763 | ERROR    | __main__:<module>:7 - 에러 메시지입니다.
2024-11-22 14:55:53.763 | ERROR    | __main__:<module>:7 - 에러 메시지입니다.
2024-11-22 14:55:53.785 | CRITICAL | __main__:<module>:8 - 심각한 에러 메시지입니다.
2024-11-22 14:55:53.785 | CRITICAL | __main__:<module>:8 - 심각한 에러 메시지입니다.
2024-11-22 14:55:53.799 | DEBUG    | __main__:<module>:3 - 디버그 메시지입니다.
2024-11-22 14:55:53.799 | DEBUG    | __main__:<module>:3 - 디버그 메시지입니다.
2024-11-22 14:55:53.800 | INFO     | __main__:<module>:4 - 정보 메시지입니다.
2024-11-22 14:55:53.800 | INFO     | __main__:<module>:4 - 정보 메시지입니다.
2024-11-22 14:55:53.800 | SUCCESS  | __main__:<module>:5 - 모든 것이 잘 작동하고 있습니다!
2024-11-22 14:55:53.800 | SUCCESS  | __main__:<module>:5 - 모든 것이 잘 작동하고 있습니다!
2024-11-22 14:55:53.801 | WARNING  | __main__:<module>:6 - 경고 메시지입니다.
2024-11-22 14:55:53.801 | WARNING  | __main__:<module>:6 - 경고 메시지입니다.
2024-11-22 14:55:53.802 | ERROR    | __main__:<module>:7 - 에러 메시지입니다.
2024-11-22 14:55:53.802 | ERROR    | __main__:<module>:7 - 에러 메시지입니다.
2024-11-22 14:55:53.803 | CRITICAL | __main__:<module>:8 - 심각한 에러 메시지입니다.
2024-11-22 14:55:53.803 | CRITICAL | __main__:<module>:8 - 심각한 에러 메시지입니다.
2024-11-22 14:55:53.812 | INFO     | __main__:<module>:2 - 정보 메시지
2024-11-22 14:55:53.812 | INFO     | __main__:<module>:2 - 정보 메시지
2024-11-22 14:55:57.569 | DEBUG    | __main__:<module>:4 - 디버그 메시지입니다.
2024-11-22 14:55:57.569 | DEBUG    | __main__:<module>:4 - 디버그 메시지입니다.
2024-11-22 14:55:57.599 | INFO     | __main__:<module>:5 - 정보 메시지입니다.
2024-11-22 14:55:57.599 | INFO     | __main__:<module>:5 - 정보 메시지입니다.
2024-11-22 14:55:57.601 | SUCCESS  | __main__:<module>:6 - 모든 것이 잘 작동하고 있습니다!
2024-11-22 14:55:57.601 | SUCCESS  | __main__:<module>:6 - 모든 것이 잘 작동하고 있습니다!
2024-11-22 14:55:57.602 | WARNING  | __main__:<module>:7 - 경고 메시지입니다.
2024-11-22 14:55:57.602 | WARNING  | __main__:<module>:7 - 경고 메시지입니다.
2024-11-22 14:55:57.604 | ERROR    | __main__:<module>:8 - 에러 메시지입니다.
2024-11-22 14:55:57.604 | ERROR    | __main__:<module>:8 - 에러 메시지입니다.
2024-11-22 14:55:57.605 | CRITICAL | __main__:<module>:9 - 심각한 에러 메시지입니다.
2024-11-22 14:55:57.605 | CRITICAL | __main__:<module>:9 - 심각한 에러 메시지입니다.
2024-11-22 14:55:57.631 | DEBUG    | __main__:<module>:3 - 디버그 메시지입니다.
2024-11-22 14:55:57.631 | DEBUG    | __main__:<module>:3 - 디버그 메시지입니다.
2024-11-22 14:55:57.631 | INFO     | __main__:<module>:4 - 정보 메시지입니다.
2024-11-22 14:55:57.631 | INFO     | __main__:<module>:4 - 정보 메시지입니다.
2024-11-22 14:55:57.632 | SUCCESS  | __main__:<module>:5 - 모든 것이 잘 작동하고 있습니다!
2024-11-22 14:55:57.632 | SUCCESS  | __main__:<module>:5 - 모든 것이 잘 작동하고 있습니다!
2024-11-22 14:55:57.633 | WARNING  | __main__:<module>:6 - 경고 메시지입니다.
2024-11-22 14:55:57.633 | WARNING  | __main__:<module>:6 - 경고 메시지입니다.
2024-11-22 14:55:57.633 | ERROR    | __main__:<module>:7 - 에러 메시지입니다.
2024-11-22 14:55:57.633 | ERROR    | __main__:<module>:7 - 에러 메시지입니다.
2024-11-22 14:55:57.634 | CRITICAL | __main__:<module>:8 - 심각한 에러 메시지입니다.
2024-11-22 14:55:57.634 | CRITICAL | __main__:<module>:8 - 심각한 에러 메시지입니다.
2024-11-22 14:55:57.641 | DEBUG    | __main__:<module>:3 - 디버그 메시지입니다.
2024-11-22 14:55:57.641 | DEBUG    | __main__:<module>:3 - 디버그 메시지입니다.
2024-11-22 14:55:57.642 | INFO     | __main__:<module>:4 - 정보 메시지입니다.
2024-11-22 14:55:57.642 | INFO     | __main__:<module>:4 - 정보 메시지입니다.
2024-11-22 14:55:57.643 | SUCCESS  | __main__:<module>:5 - 모든 것이 잘 작동하고 있습니다!
2024-11-22 14:55:57.643 | SUCCESS  | __main__:<module>:5 - 모든 것이 잘 작동하고 있습니다!
2024-11-22 14:55:57.643 | WARNING  | __main__:<module>:6 - 경고 메시지입니다.
2024-11-22 14:55:57.643 | WARNING  | __main__:<module>:6 - 경고 메시지입니다.
2024-11-22 14:55:57.644 | ERROR    | __main__:<module>:7 - 에러 메시지입니다.
2024-11-22 14:55:57.644 | ERROR    | __main__:<module>:7 - 에러 메시지입니다.
2024-11-22 14:55:57.645 | CRITICAL | __main__:<module>:8 - 심각한 에러 메시지입니다.
2024-11-22 14:55:57.645 | CRITICAL | __main__:<module>:8 - 심각한 에러 메시지입니다.
2024-11-22 14:55:57.653 | INFO     | __main__:<module>:2 - 정보 메시지
2024-11-22 14:55:57.653 | INFO     | __main__:<module>:2 - 정보 메시지
